categoria,objetivo,objetivo_nome,sub_indice,n_objetivos_com_dados
3201209,6,Infraestrutura,87.78,7
3201209,7,Inovação e Tecnologias Emergentes,,7
3201209,8,Eficiência e Processos,,7
3201209,9,Transparência e Participação,88.89,7
3201209,10,Competências em Governo Digital,,7
3201308,1,Governança do Governo Digital,100.0,7
3201308,2,Qualidade dos Serviços Digitais,82.0,7
3201308,3,Identificação Única,100.0,7
3201308,4,Segurança e LGPD,100.0,7
3201308,5,Dados e Interoperabilidade,100.0,7
3201308,6,Infraestrutura,77.15,7
3201308,7,Inovação e Tecnologias Emergentes,,7
3201308,8,Eficiência e Processos,,7
3201308,9,Transparência e Participação,88.89,7
3201308,10,Competências em Governo Digital,,7
3201506,1,Governança do Governo Digital,100.0,7
3201506,2,Qualidade dos Serviços Digitais,80.0,7
3201506,3,Identificação Única,100.0,7
3201506,4,Segurança e LGPD,80.0,7
3201506,5,Dados e Interoperabilidade,0.0,7
3201506,6,Infraestrutura,67.77,7
3201506,7,Inovação e Tecnologias Emergentes,,7
3201506,8,Eficiência e Processos,,7
3201506,9,Transparência e Participação,72.22,7
3201506,10,Competências em Governo Digital,,7
3202405,1,Governança do Governo Digital,100.0,7
3202405,2,Qualidade dos Serviços Digitais,60.67,7
3202405,3,Identificação Única,100.0,7
3202405,4,Segurança e LGPD,0.0,7
3202405,5,Dados e Interoperabilidade,0.0,7
3202405,6,Infraestrutura,48.48,7
3202405,7,Inovação e Tecnologias Emergentes,,7
3202405,8,Eficiência e Processos,,7
3202405,9,Transparência e Participação,66.67,7
3202405,10,Competências em Governo Digital,,7
3203205,1,Governança do Governo Digital,100.0,7
3203205,2,Qualidade dos Serviços Digitais,92.0,7
3203205,3,Identificação Única,100.0,7
3203205,4,Segurança e LGPD,80.0,7
3203205,5,Dados e Interoperabilidade,100.0,7
3203205,6,Infraestrutura,74.99,7
3203205,7,Inovação e Tecnologias Emergentes,,7
3203205,8,Eficiência e Processos,,7
3203205,9,Transparência e Participação,55.56,7
3203205,10,Competências em Governo Digital,,7
3204906,1,Governança do Governo Digital,100.0,7
3204906,2,Qualidade dos Serviços Digitais,80.0,7
3204906,3,Identificação Única,100.0,7
3204906,4,Segurança e LGPD,20.0,7
3204906,5,Dados e Interoperabilidade,0.0,7
3204906,6,Infraestrutura,67.27,7
3204906,7,Inovação e Tecnologias Emergentes,,7
3204906,8,Eficiência e Processos,,7
3204906,9,Transparência e Participação,83.33,7
3204906,10,Competências em Governo Digital,,7
3205002,1,Governança do Governo Digital,100.0,7
3205002,2,Qualidade dos Serviços Digitais,85.33,7
3205002,3,Identificação Única,100.0,7
3205002,4,Segurança e LGPD,40.0,7
3205002,5,Dados e Interoperabilidade,100.0,7
3205002,6,Infraestrutura,77.8,7
3205002,7,Inovação e Tecnologias Emergentes,,7
3205002,8,Eficiência e Processos,,7
3205002,9,Transparência e Participação,77.78,7
3205002,10,Competências em Governo Digital,,7
3205200,1,Governança do Governo Digital,100.0,7
3205200,2,Qualidade dos Serviços Digitais,86.0,7
3205200,3,Identificação Única,100.0,7
3205200,4,Segurança e LGPD,40.0,7
3205200,5,Dados e Interoperabilidade,100.0,7
3205200,6,Infraestrutura,98.29,7
3205200,7,Inovação e Tecnologias Emergentes,,7
3205200,8,Eficiência e Processos,,7
3205200,9,Transparência e Participação,100.0,7
3205200,10,Competências em Governo Digital,,7
3205309,1,Governança do Governo Digital,100.0,7
3205309,2,Qualidade dos Serviços Digitais,83.33,7
3205309,3,Identificação Única,0.0,7
3205309,4,Segurança e LGPD,80.0,7
3205309,5,Dados e Interoperabilidade,100.0,7
3205309,6,Infraestrutura,78.23,7
3205309,7,Inovação e Tecnologias Emergentes,,7
3205309,8,Eficiência e Processos,,7
3205309,9,Transparência e Participação,88.89,7
3205309,10,Competências em Governo Digital,,7
3300100,1,Governança do Governo Digital,100.0,7
3300100,2,Qualidade dos Serviços Digitais,74.67,7
3300100,3,Identificação Única,100.0,7
3300100,4,Segurança e LGPD,100.0,7
3300100,5,Dados e Interoperabilidade,0.0,7
3300100,6,Infraestrutura,76.4,7
3300100,7,Inovação e Tecnologias Emergentes,,7
3300100,8,Eficiência e Processos,,7
3300100,9,Transparência e Participação,88.89,7
3300100,10,Competências em Governo Digital,,7
3300209,1,Governança do Governo Digital,100.0,7
3300209,2,Qualidade dos Serviços Digitais,62.0,7
3300209,3,Identificação Única,100.0,7
3300209,4,Segurança e LGPD,0.0,7
3300209,5,Dados e Interoperabilidade,100.0,7
3300209,6,Infraestrutura,44.35,7
3300209,7,Inovação e Tecnologias Emergentes,,7
3300209,8,Eficiência e Processos,,7
3300209,9,Transparência e Participação,22.22,7
3300209,10,Competências em Governo Digital,,7
3300407,1,Governança do Governo Digital,100.0,7
3300407,2,Qualidade dos Serviços Digitais,79.33,7
3300407,3,Identificação Única,100.0,7
3300407,4,Segurança e LGPD,60.0,7
3300407,5,Dados e Interoperabilidade,100.0,7
3300407,6,Infraestrutura,67.57,7
3300407,7,Inovação e Tecnologias Emergentes,,7
3300407,8,Eficiência e Processos,,7
3300407,9,Transparência e Participação,66.67,7
3300407,10,Competências em Governo Digital,,7
3300456,1,Governança do Governo Digital,100.0,7
3300456,2,Qualidade dos Serviços Digitais,63.33,7
3300456,3,Identificação Única,100.0,7
3300456,4,Segurança e LGPD,60.0,7
3300456,5,Dados e Interoperabilidade,0.0,7
3300456,6,Infraestrutura,55.62,7
3300456,7,Inovação e Tecnologias Emergentes,,7
3300456,8,Eficiência e Processos,,7
3300456,9,Transparência e Participação,66.67,7
3300456,10,Competências em Governo Digital,,7
3300704,1,Governança do Governo Digital,100.0,7
3300704,2,Qualidade dos Serviços Digitais,76.67,7
3300704,3,Identificação Única,0.0,7
3300704,4,Segurança e LGPD,40.0,7
3300704,5,Dados e Interoperabilidade,0.0,7
3300704,6,Infraestrutura,56.62,7
3300704,7,Inovação e Tecnologias Emergentes,,7
3300704,8,Eficiência e Processos,,7
3300704,9,Transparência e Participação,55.56,7
3300704,10,Competências em Governo Digital,,7
3301009,1,Governança do Governo Digital,0.0,7
3301009,2,Qualidade dos Serviços Digitais,0.0,7
3301009,3,Identificação Única,0.0,7
3301009,4,Segurança e LGPD,60.0,7
3301009,5,Dados e Interoperabilidade,0.0,7
3301009,6,Infraestrutura,16.62,7
3301009,7,Inovação e Tecnologias Emergentes,,7
3301009,8,Eficiência e Processos,,7
3301009,9,Transparência e Participação,22.22,7
3301009,10,Competências em Governo Digital,,7
3301702,1,Governança do Governo Digital,100.0,7
3301702,2,Qualidade dos Serviços Digitais,64.67,7
3301702,3,Identificação Única,100.0,7
3301702,4,Segurança e LGPD,60.0,7
3301702,5,Dados e Interoperabilidade,100.0,7
3301702,6,Infraestrutura,96.95,7
3301702,7,Inovação e Tecnologias Emergentes,,7
3301702,8,Eficiência e Processos,,7
3301702,9,Transparência e Participação,44.44,7
3301702,10,Competências em Governo Digital,,7
3301900,1,Governança do Governo Digital,100.0,7
3301900,2,Qualidade dos Serviços Digitais,62.67,7
3301900,3,Identificação Única,0.0,7
3301900,4,Segurança e LGPD,40.0,7
3301900,5,Dados e Interoperabilidade,100.0,7
3301900,6,Infraestrutura,56.49,7
3301900,7,Inovação e Tecnologias Emergentes,,7
3301900,8,Eficiência e Processos,,7
3301900,9,Transparência e Participação,55.56,7
3301900,10,Competências em Governo Digital,,7
3302007,1,Governança do Governo Digital,100.0,7
3302007,2,Qualidade dos Serviços Digitais,61.33,7
3302007,3,Identificação Única,100.0,7
3302007,4,Segurança e LGPD,0.0,7
3302007,5,Dados e Interoperabilidade,100.0,7
3302007,6,Infraestrutura,77.67,7
3302007,7,Inovação e Tecnologias Emergentes,,7
3302007,8,Eficiência e Processos,,7
3302007,9,Transparência e Participação,33.33,7
3302007,10,Competências em Governo Digital,,7
3302205,1,Governança do Governo Digital,100.0,7
3302205,2,Qualidade dos Serviços Digitais,72.67,7
3302205,3,Identificação Única,100.0,7
3302205,4,Segurança e LGPD,0.0,7
3302205,5,Dados e Interoperabilidade,0.0,7
3302205,6,Infraestrutura,26.62,7
3302205,7,Inovação e Tecnologias Emergentes,,7
3302205,8,Eficiência e Processos,,7
3302205,9,Transparência e Participação,44.44,7
3302205,10,Competências em Governo Digital,,7
3302403,1,Governança do Governo Digital,100.0,7
3302403,2,Qualidade dos Serviços Digitais,86.0,7
3302403,3,Identificação Única,0.0,7
3302403,4,Segurança e LGPD,20.0,7
3302403,5,Dados e Interoperabilidade,100.0,7
3302403,6,Infraestrutura,86.3,7
3302403,7,Inovação e Tecnologias Emergentes,,7
3302403,8,Eficiência e Processos,,7
3302403,9,Transparência e Participação,66.67,7
3302403,10,Competências em Governo Digital,,7
3302502,1,Governança do Governo Digital,100.0,7
3302502,2,Qualidade dos Serviços Digitais,81.33,7
3302502,3,Identificação Única,100.0,7
3302502,4,Segurança e LGPD,20.0,7
3302502,5,Dados e Interoperabilidade,0.0,7
3302502,6,Infraestrutura,66.3,7
3302502,7,Inovação e Tecnologias Emergentes,,7
3302502,8,Eficiência e Processos,,7
3302502,9,Transparência e Participação,77.78,7
3302502,10,Competências em Governo Digital,,7
3302700,1,Governança do Governo Digital,100.0,7
3302700,2,Qualidade dos Serviços Digitais,82.0,7
3302700,3,Identificação Única,100.0,7
3302700,4,Segurança e LGPD,80.0,7
3302700,5,Dados e Interoperabilidade,0.0,7
3302700,6,Infraestrutura,76.4,7
3302700,7,Inovação e Tecnologias Emergentes,,7
3302700,8,Eficiência e Processos,,7
3302700,9,Transparência e Participação,55.56,7
3302700,10,Competências em Governo Digital,,7
3302858,1,Governança do Governo Digital,100.0,7
3302858,2,Qualidade dos Serviços Digitais,70.0,7
3302858,3,Identificação Única,100.0,7
3302858,4,Segurança e LGPD,60.0,7
3302858,5,Dados e Interoperabilidade,100.0,7
3302858,6,Infraestrutura,87.06,7
3302858,7,Inovação e Tecnologias Emergentes,,7
3302858,8,Eficiência e Processos,,7
3302858,9,Transparência e Participação,66.67,7
3302858,10,Competências em Governo Digital,,7
3303203,1,Governança do Governo Digital,100.0,7
3303203,2,Qualidade dos Serviços Digitais,55.33,7
3303203,3,Identificação Única,100.0,7
3303203,4,Segurança e LGPD,60.0,7
3303203,5,Dados e Interoperabilidade,0.0,7
3303203,6,Infraestrutura,66.82,7
3303203,7,Inovação e Tecnologias Emergentes,,7
3303203,8,Eficiência e Processos,,7
3303203,9,Transparência e Participação,66.67,7
3303203,10,Competências em Governo Digital,,7
3303302,1,Governança do Governo Digital,100.0,7
3303302,2,Qualidade dos Serviços Digitais,82.67,7
3303302,3,Identificação Única,100.0,7
3303302,4,Segurança e LGPD,80.0,7
3303302,5,Dados e Interoperabilidade,0.0,7
3303302,6,Infraestrutura,86.91,7
3303302,7,Inovação e Tecnologias Emergentes,,7
3303302,8,Eficiência e Processos,,7
3303302,9,Transparência e Participação,66.67,7
3303302,10,Competências em Governo Digital,,7
3303401,1,Governança do Governo Digital,100.0,7
3303401,2,Qualidade dos Serviços Digitais,66.67,7
3303401,3,Identificação Única,100.0,7
3303401,4,Segurança e LGPD,0.0,7
3303401,5,Dados e Interoperabilidade,0.0,7
3303401,6,Infraestrutura,75.92,7
3303401,7,Inovação e Tecnologias Emergentes,,7
3303401,8,Eficiência e Processos,,7
3303401,9,Transparência e Participação,66.67,7
3303401,10,Competências em Governo Digital,,7
3303500,1,Governança do Governo Digital,100.0,7
3303500,2,Qualidade dos Serviços Digitais,74.67,7
3303500,3,Identificação Única,100.0,7
3303500,4,Segurança e LGPD,20.0,7
3303500,5,Dados e Interoperabilidade,100.0,7
3303500,6,Infraestrutura,76.53,7
3303500,7,Inovação e Tecnologias Emergentes,,7
3303500,8,Eficiência e Processos,,7
3303500,9,Transparência e Participação,55.56,7
3303500,10,Competências em Governo Digital,,7
3303906,1,Governança do Governo Digital,100.0,7
3303906,2,Qualidade dos Serviços Digitais,89.33,7
3303906,3,Identificação Única,100.0,7
3303906,4,Segurança e LGPD,60.0,7
3303906,5,Dados e Interoperabilidade,100.0,7
3303906,6,Infraestrutura,66.71,7
3303906,7,Inovação e Tecnologias Emergentes,,7
3303906,8,Eficiência e Processos,,7
3303906,9,Transparência e Participação,66.67,7
3303906,10,Competências em Governo Digital,,7
3304144,1,Governança do Governo Digital,100.0,7
3304144,2,Qualidade dos Serviços Digitais,80.67,7
3304144,3,Identificação Única,100.0,7
3304144,4,Segurança e LGPD,20.0,7
3304144,5,Dados e Interoperabilidade,100.0,7
3304144,6,Infraestrutura,56.99,7
3304144,7,Inovação e Tecnologias Emergentes,,7
3304144,8,Eficiência e Processos,,7
3304144,9,Transparência e Participação,55.56,7
3304144,10,Competências em Governo Digital,,7
3304201,1,Governança do Governo Digital,100.0,7
3304201,2,Qualidade dos Serviços Digitais,74.0,7
3304201,3,Identificação Única,100.0,7
3304201,4,Segurança e LGPD,20.0,7
3304201,5,Dados e Interoperabilidade,100.0,7
3304201,6,Infraestrutura,77.78,7
3304201,7,Inovação e Tecnologias Emergentes,,7
3304201,8,Eficiência e Processos,,7
3304201,9,Transparência e Participação,66.67,7
3304201,10,Competências em Governo Digital,,7
3304524,1,Governança do Governo Digital,100.0,7
3304524,2,Qualidade dos Serviços Digitais,69.33,7
3304524,3,Identificação Única,100.0,7
3304524,4,Segurança e LGPD,20.0,7
3304524,5,Dados e Interoperabilidade,0.0,7
3304524,6,Infraestrutura,67.64,7
3304524,7,Inovação e Tecnologias Emergentes,,7
3304524,8,Eficiência e Processos,,7
3304524,9,Transparência e Participação,44.44,7
3304524,10,Competências em Governo Digital,,7
3304557,1,Governança do Governo Digital,100.0,7
3304557,2,Qualidade dos Serviços Digitais,82.0,7
3304557,3,Identificação Única,100.0,7
3304557,4,Segurança e LGPD,80.0,7
3304557,5,Dados e Interoperabilidade,100.0,7
3304557,6,Infraestrutura,86.94,7
3304557,7,Inovação e Tecnologias Emergentes,,7
3304557,8,Eficiência e Processos,,7
3304557,9,Transparência e Participação,66.67,7
3304557,10,Competências em Governo Digital,,7
3304904,1,Governança do Governo Digital,100.0,7
3304904,2,Qualidade dos Serviços Digitais,64.67,7
3304904,3,Identificação Única,0.0,7
3304904,4,Segurança e LGPD,20.0,7
3304904,5,Dados e Interoperabilidade,0.0,7
3304904,6,Infraestrutura,66.32,7
3304904,7,Inovação e Tecnologias Emergentes,,7
3304904,8,Eficiência e Processos,,7
3304904,9,Transparência e Participação,55.56,7
3304904,10,Competências em Governo Digital,,7
3305109,1,Governança do Governo Digital,100.0,7
3305109,2,Qualidade dos Serviços Digitais,78.67,7
3305109,3,Identificação Única,0.0,7
3305109,4,Segurança e LGPD,40.0,7
3305109,5,Dados e Interoperabilidade,0.0,7
3305109,6,Infraestrutura,66.36,7
3305109,7,Inovação e Tecnologias Emergentes,,7
3305109,8,Eficiência e Processos,,7
3305109,9,Transparência e Participação,44.44,7
3305109,10,Competências em Governo Digital,,7
3305208,1,Governança do Governo Digital,100.0,7
3305208,2,Qualidade dos Serviços Digitais,79.33,7
3305208,3,Identificação Única,0.0,7
3305208,4,Segurança e LGPD,60.0,7
3305208,5,Dados e Interoperabilidade,0.0,7
3305208,6,Infraestrutura,45.63,7
3305208,7,Inovação e Tecnologias Emergentes,,7
3305208,8,Eficiência e Processos,,7
3305208,9,Transparência e Participação,66.67,7
3305208,10,Competências em Governo Digital,,7
3305802,1,Governança do Governo Digital,100.0,7
3305802,2,Qualidade dos Serviços Digitais,87.33,7
3305802,3,Identificação Única,100.0,7
3305802,4,Segurança e LGPD,100.0,7
3305802,5,Dados e Interoperabilidade,100.0,7
3305802,6,Infraestrutura,66.94,7
3305802,7,Inovação e Tecnologias Emergentes,,7
3305802,8,Eficiência e Processos,,7
3305802,9,Transparência e Participação,66.67,7
3305802,10,Competências em Governo Digital,,7
3306305,1,Governança do Governo Digital,100.0,7
3306305,2,Qualidade dos Serviços Digitais,74.0,7
3306305,3,Identificação Única,100.0,7
3306305,4,Segurança e LGPD,40.0,7
3306305,5,Dados e Interoperabilidade,100.0,7
3306305,6,Infraestrutura,68.2,7
3306305,7,Inovação e Tecnologias Emergentes,,7
3306305,8,Eficiência e Processos,,7
3306305,9,Transparência e Participação,55.56,7
3306305,10,Competências em Governo Digital,,7
3501608,1,Governança do Governo Digital,100.0,7
3501608,2,Qualidade dos Serviços Digitais,70.0,7
3501608,3,Identificação Única,100.0,7
3501608,4,Segurança e LGPD,20.0,7
3501608,5,Dados e Interoperabilidade,0.0,7
3501608,6,Infraestrutura,67.39,7
3501608,7,Inovação e Tecnologias Emergentes,,7
3501608,8,Eficiência e Processos,,7
3501608,9,Transparência e Participação,77.78,7
3501608,10,Competências em Governo Digital,,7
3502804,1,Governança do Governo Digital,100.0,7
3502804,2,Qualidade dos Serviços Digitais,74.0,7
3502804,3,Identificação Única,100.0,7
3502804,4,Segurança e LGPD,60.0,7
3502804,5,Dados e Interoperabilidade,100.0,7
3502804,6,Infraestrutura,68.23,7
3502804,7,Inovação e Tecnologias Emergentes,,7
3502804,8,Eficiência e Processos,,7
3502804,9,Transparência e Participação,55.56,7
3502804,10,Competências em Governo Digital,,7
3503208,1,Governança do Governo Digital,100.0,7
3503208,2,Qualidade dos Serviços Digitais,85.33,7
3503208,3,Identificação Única,100.0,7
3503208,4,Segurança e LGPD,80.0,7
3503208,5,Dados e Interoperabilidade,0.0,7
3503208,6,Infraestrutura,78.1,7
3503208,7,Inovação e Tecnologias Emergentes,,7
3503208,8,Eficiência e Processos,,7
3503208,9,Transparência e Participação,66.67,7
3503208,10,Competências em Governo Digital,,7
3503307,1,Governança do Governo Digital,100.0,7
3503307,2,Qualidade dos Serviços Digitais,71.33,7
3503307,3,Identificação Única,100.0,7
3503307,4,Segurança e LGPD,0.0,7
3503307,5,Dados e Interoperabilidade,100.0,7
3503307,6,Infraestrutura,68.05,7
3503307,7,Inovação e Tecnologias Emergentes,,7
3503307,8,Eficiência e Processos,,7
3503307,9,Transparência e Participação,66.67,7
3503307,10,Competências em Governo Digital,,7
3504008,1,Governança do Governo Digital,100.0,7
3504008,2,Qualidade dos Serviços Digitais,60.67,7
3504008,3,Identificação Única,100.0,7
3504008,4,Segurança e LGPD,40.0,7
3504008,5,Dados e Interoperabilidade,0.0,7
3504008,6,Infraestrutura,87.98,7
3504008,7,Inovação e Tecnologias Emergentes,,7
3504008,8,Eficiência e Processos,,7
3504008,9,Transparência e Participação,77.78,7
3504008,10,Competências em Governo Digital,,7
3504107,1,Governança do Governo Digital,100.0,7
3504107,2,Qualidade dos Serviços Digitais,71.33,7
3504107,3,Identificação Única,100.0,7
3504107,4,Segurança e LGPD,20.0,7
3504107,5,Dados e Interoperabilidade,0.0,7
3504107,6,Infraestrutura,57.45,7
3504107,7,Inovação e Tecnologias Emergentes,,7
3504107,8,Eficiência e Processos,,7
3504107,9,Transparência e Participação,55.56,7
3504107,10,Competências em Governo Digital,,7
3505500,1,Governança do Governo Digital,100.0,7
3505500,2,Qualidade dos Serviços Digitais,82.0,7
3505500,3,Identificação Única,100.0,7
3505500,4,Segurança e LGPD,60.0,7
3505500,5,Dados e Interoperabilidade,100.0,7
3505500,6,Infraestrutura,67.28,7
3505500,7,Inovação e Tecnologias Emergentes,,7
3505500,8,Eficiência e Processos,,7
3505500,9,Transparência e Participação,55.56,7
3505500,10,Competências em Governo Digital,,7
3505708,1,Governança do Governo Digital,100.0,7
3505708,2,Qualidade dos Serviços Digitais,93.33,7
3505708,3,Identificação Única,100.0,7
3505708,4,Segurança e LGPD,40.0,7
3505708,5,Dados e Interoperabilidade,0.0,7
3505708,6,Infraestrutura,88.47,7
3505708,7,Inovação e Tecnologias Emergentes,,7
3505708,8,Eficiência e Processos,,7
3505708,9,Transparência e Participação,77.78,7
3505708,10,Competências em Governo Digital,,7
3506003,1,Governança do Governo Digital,100.0,7
3506003,2,Qualidade dos Serviços Digitais,74.0,7
3506003,3,Identificação Única,100.0,7
3506003,4,Segurança e LGPD,20.0,7
3506003,5,Dados e Interoperabilidade,0.0,7
3506003,6,Infraestrutura,57.5,7
3506003,7,Inovação e Tecnologias Emergentes,,7
3506003,8,Eficiência e Processos,,7
3506003,9,Transparência e Participação,55.56,7
3506003,10,Competências em Governo Digital,,7
3506508,1,Governança do Governo Digital,100.0,7
3506508,2,Qualidade dos Serviços Digitais,64.67,7
3506508,3,Identificação Única,0.0,7
3506508,4,Segurança e LGPD,20.0,7
3506508,5,Dados e Interoperabilidade,100.0,7
3506508,6,Infraestrutura,48.21,7
3506508,7,Inovação e Tecnologias Emergentes,,7
3506508,8,Eficiência e Processos,,7
3506508,9,Transparência e Participação,55.56,7
3506508,10,Competências em Governo Digital,,7
3507506,1,Governança do Governo Digital,100.0,7
3507506,2,Qualidade dos Serviços Digitais,79.33,7
3507506,3,Identificação Única,100.0,7
3507506,4,Segurança e LGPD,80.0,7
3507506,5,Dados e Interoperabilidade,0.0,7
3507506,6,Infraestrutura,67.43,7
3507506,7,Inovação e Tecnologias Emergentes,,7
3507506,8,Eficiência e Processos,,7
3507506,9,Transparência e Participação,55.56,7
3507506,10,Competências em Governo Digital,,7
3507605,1,Governança do Governo Digital,100.0,7
3507605,2,Qualidade dos Serviços Digitais,80.0,7
3507605,3,Identificação Única,100.0,7
3507605,4,Segurança e LGPD,60.0,7
3507605,5,Dados e Interoperabilidade,0.0,7
3507605,6,Infraestrutura,88.0,7
3507605,7,Inovação e Tecnologias Emergentes,,7
3507605,8,Eficiência e Processos,,7
3507605,9,Transparência e Participação,66.67,7
3507605,10,Competências em Governo Digital,,7
3509502,1,Governança do Governo Digital,100.0,7
3509502,2,Qualidade dos Serviços Digitais,82.0,7
3509502,3,Identificação Única,100.0,7
3509502,4,Segurança e LGPD,100.0,7
3509502,5,Dados e Interoperabilidade,100.0,7
3509502,6,Infraestrutura,97.8,7
3509502,7,Inovação e Tecnologias Emergentes,,7
3509502,8,Eficiência e Processos,,7
3509502,9,Transparência e Participação,66.67,7
3509502,10,Competências em Governo Digital,,7
3510500,1,Governança do Governo Digital,100.0,7
3510500,2,Qualidade dos Serviços Digitais,86.67,7
3510500,3,Identificação Única,100.0,7
3510500,4,Segurança e LGPD,0.0,7
3510500,5,Dados e Interoperabilidade,0.0,7
3510500,6,Infraestrutura,78.11,7
3510500,7,Inovação e Tecnologias Emergentes,,7
3510500,8,Eficiência e Processos,,7
3510500,9,Transparência e Participação,66.67,7
3510500,10,Competências em Governo Digital,,7
3510609,1,Governança do Governo Digital,100.0,7
3510609,2,Qualidade dos Serviços Digitais,76.67,7
3510609,3,Identificação Única,100.0,7
3510609,4,Segurança e LGPD,0.0,7
3510609,5,Dados e Interoperabilidade,0.0,7
3510609,6,Infraestrutura,67.1,7
3510609,7,Inovação e Tecnologias Emergentes,,7
3510609,8,Eficiência e Processos,,7
3510609,9,Transparência e Participação,11.11,7
3510609,10,Competências em Governo Digital,,7
3511102,1,Governança do Governo Digital,100.0,7
3511102,2,Qualidade dos Serviços Digitais,75.33,7
3511102,3,Identificação Única,100.0,7
3511102,4,Segurança e LGPD,80.0,7
3511102,5,Dados e Interoperabilidade,0.0,7
3511102,6,Infraestrutura,87.83,7
3511102,7,Inovação e Tecnologias Emergentes,,7
3511102,8,Eficiência e Processos,,7
3511102,9,Transparência e Participação,55.56,7
3511102,10,Competências em Governo Digital,,7
3513009,1,Governança do Governo Digital,100.0,7
3513009,2,Qualidade dos Serviços Digitais,68.67,7
3513009,3,Identificação Única,0.0,7
3513009,4,Segurança e LGPD,60.0,7
3513009,5,Dados e Interoperabilidade,0.0,7
3513009,6,Infraestrutura,86.96,7
3513009,7,Inovação e Tecnologias Emergentes,,7
3513009,8,Eficiência e Processos,,7
3513009,9,Transparência e Participação,88.89,7
3513009,10,Competências em Governo Digital,,7
3513504,1,Governança do Governo Digital,100.0,7
3513504,2,Qualidade dos Serviços Digitais,60.67,7
3513504,3,Identificação Única,100.0,7
3513504,4,Segurança e LGPD,0.0,7
3513504,5,Dados e Interoperabilidade,0.0,7
3513504,6,Infraestrutura,47.48,7
3513504,7,Inovação e Tecnologias Emergentes,,7
3513504,8,Eficiência e Processos,,7
3513504,9,Transparência e Participação,44.44,7
3513504,10,Competências em Governo Digital,,7
3513801,1,Governança do Governo Digital,100.0,7
3513801,2,Qualidade dos Serviços Digitais,77.33,7
3513801,3,Identificação Única,100.0,7
3513801,4,Segurança e LGPD,40.0,7
3513801,5,Dados e Interoperabilidade,100.0,7
3513801,6,Infraestrutura,98.01,7
3513801,7,Inovação e Tecnologias Emergentes,,7
3513801,8,Eficiência e Processos,,7
3513801,9,Transparência e Participação,77.78,7
3513801,10,Competências em Governo Digital,,7
3515004,1,Governança do Governo Digital,100.0,7
3515004,2,Qualidade dos Serviços Digitais,54.0,7
3515004,3,Identificação Única,0.0,7
3515004,4,Segurança e LGPD,60.0,7
3515004,5,Dados e Interoperabilidade,0.0,7
3515004,6,Infraestrutura,57.55,7
3515004,7,Inovação e Tecnologias Emergentes,,7
3515004,8,Eficiência e Processos,,7
3515004,9,Transparência e Participação,44.44,7
3515004,10,Competências em Governo Digital,,7
3515707,1,Governança do Governo Digital,100.0,7
3515707,2,Qualidade dos Serviços Digitais,68.0,7
3515707,3,Identificação Única,0.0,7
3515707,4,Segurança e LGPD,0.0,7
3515707,5,Dados e Interoperabilidade,0.0,7
3515707,6,Infraestrutura,57.3,7
3515707,7,Inovação e Tecnologias Emergentes,,7
3515707,8,Eficiência e Processos,,7
3515707,9,Transparência e Participação,55.56,7
3515707,10,Competências em Governo Digital,,7
3516200,1,Governança do Governo Digital,100.0,7
3516200,2,Qualidade dos Serviços Digitais,90.67,7
3516200,3,Identificação Única,100.0,7
3516200,4,Segurança e LGPD,60.0,7
3516200,5,Dados e Interoperabilidade,100.0,7
3516200,6,Infraestrutura,77.8,7
3516200,7,Inovação e Tecnologias Emergentes,,7
3516200,8,Eficiência e Processos,,7
3516200,9,Transparência e Participação,77.78,7
3516200,10,Competências em Governo Digital,,7
3516309,1,Governança do Governo Digital,100.0,7
3516309,2,Qualidade dos Serviços Digitais,70.67,7
3516309,3,Identificação Única,100.0,7
3516309,4,Segurança e LGPD,60.0,7
3516309,5,Dados e Interoperabilidade,0.0,7
3516309,6,Infraestrutura,66.9,7
3516309,7,Inovação e Tecnologias Emergentes,,7
3516309,8,Eficiência e Processos,,7
3516309,9,Transparência e Participação,66.67,7
3516309,10,Competências em Governo Digital,,7
3516408,1,Governança do Governo Digital,100.0,7
3516408,2,Qualidade dos Serviços Digitais,82.0,7
3516408,3,Identificação Única,100.0,7
3516408,4,Segurança e LGPD,80.0,7
3516408,5,Dados e Interoperabilidade,0.0,7
3516408,6,Infraestrutura,86.77,7
3516408,7,Inovação e Tecnologias Emergentes,,7
3516408,8,Eficiência e Processos,,7
3516408,9,Transparência e Participação,33.33,7
3516408,10,Competências em Governo Digital,,7
3518404,1,Governança do Governo Digital,100.0,7
3518404,2,Qualidade dos Serviços Digitais,60.67,7
3518404,3,Identificação Única,100.0,7
3518404,4,Segurança e LGPD,20.0,7
3518404,5,Dados e Interoperabilidade,0.0,7
3518404,6,Infraestrutura,67.65,7
3518404,7,Inovação e Tecnologias Emergentes,,7
3518404,8,Eficiência e Processos,,7
3518404,9,Transparência e Participação,44.44,7
3518404,10,Competências em Governo Digital,,7
3518701,1,Governança do Governo Digital,100.0,7
3518701,2,Qualidade dos Serviços Digitais,64.67,7
3518701,3,Identificação Única,100.0,7
3518701,4,Segurança e LGPD,80.0,7
3518701,5,Dados e Interoperabilidade,0.0,7
3518701,6,Infraestrutura,67.29,7
3518701,7,Inovação e Tecnologias Emergentes,,7
3518701,8,Eficiência e Processos,,7
3518701,9,Transparência e Participação,55.56,7
3518701,10,Competências em Governo Digital,,7
3518800,1,Governança do Governo Digital,100.0,7
