categoria,objetivo,objetivo_nome,sub_indice,n_objetivos_com_dados
4108304,7,Inovação e Tecnologias Emergentes,,7
4108304,8,Eficiência e Processos,,7
4108304,9,Transparência e Participação,33.33,7
4108304,10,Competências em Governo Digital,,7
4109401,1,Governança do Governo Digital,100.0,7
4109401,2,Qualidade dos Serviços Digitais,83.33,7
4109401,3,Identificação Única,100.0,7
4109401,4,Segurança e LGPD,0.0,7
4109401,5,Dados e Interoperabilidade,0.0,7
4109401,6,Infraestrutura,78.63,7
4109401,7,Inovação e Tecnologias Emergentes,,7
4109401,8,Eficiência e Processos,,7
4109401,9,Transparência e Participação,77.78,7
4109401,10,Competências em Governo Digital,,7
4113700,1,Governança do Governo Digital,100.0,7
4113700,2,Qualidade dos Serviços Digitais,72.0,7
4113700,3,Identificação Única,100.0,7
4113700,4,Segurança e LGPD,60.0,7
4113700,5,Dados e Interoperabilidade,100.0,7
4113700,6,Infraestrutura,67.4,7
4113700,7,Inovação e Tecnologias Emergentes,,7
4113700,8,Eficiência e Processos,,7
4113700,9,Transparência e Participação,77.78,7
4113700,10,Competências em Governo Digital,,7
4115200,1,Governança do Governo Digital,100.0,7
4115200,2,Qualidade dos Serviços Digitais,90.0,7
4115200,3,Identificação Única,100.0,7
4115200,4,Segurança e LGPD,100.0,7
4115200,5,Dados e Interoperabilidade,100.0,7
4115200,6,Infraestrutura,77.14,7
4115200,7,Inovação e Tecnologias Emergentes,,7
4115200,8,Eficiência e Processos,,7
4115200,9,Transparência e Participação,88.89,7
4115200,10,Competências em Governo Digital,,7
4118204,1,Governança do Governo Digital,100.0,7
4118204,2,Qualidade dos Serviços Digitais,80.0,7
4118204,3,Identificação Única,100.0,7
4118204,4,Segurança e LGPD,80.0,7
4118204,5,Dados e Interoperabilidade,100.0,7
4118204,6,Infraestrutura,56.8,7
4118204,7,Inovação e Tecnologias Emergentes,,7
4118204,8,Eficiência e Processos,,7
4118204,9,Transparência e Participação,55.56,7
4118204,10,Competências em Governo Digital,,7
4119152,1,Governança do Governo Digital,100.0,7
4119152,2,Qualidade dos Serviços Digitais,78.67,7
4119152,3,Identificação Única,100.0,7
4119152,4,Segurança e LGPD,80.0,7
4119152,5,Dados e Interoperabilidade,0.0,7
4119152,6,Infraestrutura,77.85,7
4119152,7,Inovação e Tecnologias Emergentes,,7
4119152,8,Eficiência e Processos,,7
4119152,9,Transparência e Participação,77.78,7
4119152,10,Competências em Governo Digital,,7
4119509,1,Governança do Governo Digital,100.0,7
4119509,2,Qualidade dos Serviços Digitais,73.33,7
4119509,3,Identificação Única,100.0,7
4119509,4,Segurança e LGPD,0.0,7
4119509,5,Dados e Interoperabilidade,100.0,7
4119509,6,Infraestrutura,58.6,7
4119509,7,Inovação e Tecnologias Emergentes,,7
4119509,8,Eficiência e Processos,,7
4119509,9,Transparência e Participação,33.33,7
4119509,10,Competências em Governo Digital,,7
4119905,1,Governança do Governo Digital,100.0,7
4119905,2,Qualidade dos Serviços Digitais,83.33,7
4119905,3,Identificação Única,100.0,7
4119905,4,Segurança e LGPD,60.0,7
4119905,5,Dados e Interoperabilidade,0.0,7
4119905,6,Infraestrutura,87.52,7
4119905,7,Inovação e Tecnologias Emergentes,,7
4119905,8,Eficiência e Processos,,7
4119905,9,Transparência e Participação,66.67,7
4119905,10,Competências em Governo Digital,,7
4125506,1,Governança do Governo Digital,100.0,7
4125506,2,Qualidade dos Serviços Digitais,80.0,7
4125506,3,Identificação Única,100.0,7
4125506,4,Segurança e LGPD,20.0,7
4125506,5,Dados e Interoperabilidade,100.0,7
4125506,6,Infraestrutura,67.0,7
4125506,7,Inovação e Tecnologias Emergentes,,7
4125506,8,Eficiência e Processos,,7
4125506,9,Transparência e Participação,55.56,7
4125506,10,Competências em Governo Digital,,7
4126256,1,Governança do Governo Digital,100.0,7
4126256,2,Qualidade dos Serviços Digitais,64.0,7
4126256,3,Identificação Única,100.0,7
4126256,4,Segurança e LGPD,40.0,7
4126256,5,Dados e Interoperabilidade,0.0,7
4126256,6,Infraestrutura,57.11,7
4126256,7,Inovação e Tecnologias Emergentes,,7
4126256,8,Eficiência e Processos,,7
4126256,9,Transparência e Participação,77.78,7
4126256,10,Competências em Governo Digital,,7
4127700,1,Governança do Governo Digital,100.0,7
4127700,2,Qualidade dos Serviços Digitais,81.33,7
4127700,3,Identificação Única,100.0,7
4127700,4,Segurança e LGPD,80.0,7
4127700,5,Dados e Interoperabilidade,0.0,7
4127700,6,Infraestrutura,98.59,7
4127700,7,Inovação e Tecnologias Emergentes,,7
4127700,8,Eficiência e Processos,,7
4127700,9,Transparência e Participação,55.56,7
4127700,10,Competências em Governo Digital,,7
4128104,1,Governança do Governo Digital,100.0,7
4128104,2,Qualidade dos Serviços Digitais,69.33,7
4128104,3,Identificação Única,100.0,7
4128104,4,Segurança e LGPD,80.0,7
4128104,5,Dados e Interoperabilidade,100.0,7
4128104,6,Infraestrutura,47.56,7
4128104,7,Inovação e Tecnologias Emergentes,,7
4128104,8,Eficiência e Processos,,7
4128104,9,Transparência e Participação,55.56,7
4128104,10,Competências em Governo Digital,,7
4202008,1,Governança do Governo Digital,100.0,7
4202008,2,Qualidade dos Serviços Digitais,83.33,7
4202008,3,Identificação Única,100.0,7
4202008,4,Segurança e LGPD,0.0,7
4202008,5,Dados e Interoperabilidade,100.0,7
4202008,6,Infraestrutura,77.34,7
4202008,7,Inovação e Tecnologias Emergentes,,7
4202008,8,Eficiência e Processos,,7
4202008,9,Transparência e Participação,55.56,7
4202008,10,Competências em Governo Digital,,7
4202404,1,Governança do Governo Digital,100.0,7
4202404,2,Qualidade dos Serviços Digitais,82.0,7
4202404,3,Identificação Única,0.0,7
4202404,4,Segurança e LGPD,100.0,7
4202404,5,Dados e Interoperabilidade,0.0,7
4202404,6,Infraestrutura,97.33,7
4202404,7,Inovação e Tecnologias Emergentes,,7
4202404,8,Eficiência e Processos,,7
4202404,9,Transparência e Participação,88.89,7
4202404,10,Competências em Governo Digital,,7
4202909,1,Governança do Governo Digital,100.0,7
4202909,2,Qualidade dos Serviços Digitais,82.0,7
4202909,3,Identificação Única,100.0,7
4202909,4,Segurança e LGPD,100.0,7
4202909,5,Dados e Interoperabilidade,0.0,7
4202909,6,Infraestrutura,77.49,7
4202909,7,Inovação e Tecnologias Emergentes,,7
4202909,8,Eficiência e Processos,,7
4202909,9,Transparência e Participação,77.78,7
4202909,10,Competências em Governo Digital,,7
4203204,1,Governança do Governo Digital,100.0,7
4203204,2,Qualidade dos Serviços Digitais,68.67,7
4203204,3,Identificação Única,100.0,7
4203204,4,Segurança e LGPD,40.0,7
4203204,5,Dados e Interoperabilidade,0.0,7
4203204,6,Infraestrutura,66.09,7
4203204,7,Inovação e Tecnologias Emergentes,,7
4203204,8,Eficiência e Processos,,7
4203204,9,Transparência e Participação,55.56,7
4203204,10,Competências em Governo Digital,,7
4204202,1,Governança do Governo Digital,100.0,7
4204202,2,Qualidade dos Serviços Digitais,78.67,7
4204202,3,Identificação Única,100.0,7
4204202,4,Segurança e LGPD,100.0,7
4204202,5,Dados e Interoperabilidade,100.0,7
4204202,6,Infraestrutura,67.55,7
4204202,7,Inovação e Tecnologias Emergentes,,7
4204202,8,Eficiência e Processos,,7
4204202,9,Transparência e Participação,77.78,7
4204202,10,Competências em Governo Digital,,7
4204608,1,Governança do Governo Digital,100.0,7
4204608,2,Qualidade dos Serviços Digitais,85.33,7
4204608,3,Identificação Única,100.0,7
4204608,4,Segurança e LGPD,80.0,7
4204608,5,Dados e Interoperabilidade,100.0,7
4204608,6,Infraestrutura,77.55,7
4204608,7,Inovação e Tecnologias Emergentes,,7
4204608,8,Eficiência e Processos,,7
4204608,9,Transparência e Participação,66.67,7
4204608,10,Competências em Governo Digital,,7
4205407,1,Governança do Governo Digital,100.0,7
4205407,2,Qualidade dos Serviços Digitais,77.33,7
4205407,3,Identificação Única,100.0,7
4205407,4,Segurança e LGPD,80.0,7
4205407,5,Dados e Interoperabilidade,0.0,7
4205407,6,Infraestrutura,57.18,7
4205407,7,Inovação e Tecnologias Emergentes,,7
4205407,8,Eficiência e Processos,,7
4205407,9,Transparência e Participação,88.89,7
4205407,10,Competências em Governo Digital,,7
4208203,1,Governança do Governo Digital,100.0,7
4208203,2,Qualidade dos Serviços Digitais,88.0,7
4208203,3,Identificação Única,100.0,7
4208203,4,Segurança e LGPD,60.0,7
4208203,5,Dados e Interoperabilidade,100.0,7
4208203,6,Infraestrutura,86.96,7
4208203,7,Inovação e Tecnologias Emergentes,,7
4208203,8,Eficiência e Processos,,7
4208203,9,Transparência e Participação,66.67,7
4208203,10,Competências em Governo Digital,,7
4208906,1,Governança do Governo Digital,100.0,7
4208906,2,Qualidade dos Serviços Digitais,84.67,7
4208906,3,Identificação Única,100.0,7
4208906,4,Segurança e LGPD,80.0,7
4208906,5,Dados e Interoperabilidade,0.0,7
4208906,6,Infraestrutura,97.63,7
4208906,7,Inovação e Tecnologias Emergentes,,7
4208906,8,Eficiência e Processos,,7
4208906,9,Transparência e Participação,66.67,7
4208906,10,Competências em Governo Digital,,7
4209102,1,Governança do Governo Digital,100.0,7
4209102,2,Qualidade dos Serviços Digitais,72.67,7
4209102,3,Identificação Única,100.0,7
4209102,4,Segurança e LGPD,80.0,7
4209102,5,Dados e Interoperabilidade,0.0,7
4209102,6,Infraestrutura,97.33,7
4209102,7,Inovação e Tecnologias Emergentes,,7
4209102,8,Eficiência e Processos,,7
4209102,9,Transparência e Participação,55.56,7
4209102,10,Competências em Governo Digital,,7
4209300,1,Governança do Governo Digital,100.0,7
4209300,2,Qualidade dos Serviços Digitais,68.67,7
4209300,3,Identificação Única,100.0,7
4209300,4,Segurança e LGPD,40.0,7
4209300,5,Dados e Interoperabilidade,100.0,7
4209300,6,Infraestrutura,86.17,7
4209300,7,Inovação e Tecnologias Emergentes,,7
4209300,8,Eficiência e Processos,,7
4209300,9,Transparência e Participação,55.56,7
4209300,10,Competências em Governo Digital,,7
4211900,1,Governança do Governo Digital,100.0,7
4211900,2,Qualidade dos Serviços Digitais,82.0,7
4211900,3,Identificação Única,100.0,7
4211900,4,Segurança e LGPD,20.0,7
4211900,5,Dados e Interoperabilidade,0.0,7
4211900,6,Infraestrutura,66.92,7
4211900,7,Inovação e Tecnologias Emergentes,,7
4211900,8,Eficiência e Processos,,7
4211900,9,Transparência e Participação,55.56,7
4211900,10,Competências em Governo Digital,,7
4216602,1,Governança do Governo Digital,100.0,7
4216602,2,Qualidade dos Serviços Digitais,95.33,7
4216602,3,Identificação Única,100.0,7
4216602,4,Segurança e LGPD,20.0,7
4216602,5,Dados e Interoperabilidade,100.0,7
4216602,6,Infraestrutura,87.43,7
4216602,7,Inovação e Tecnologias Emergentes,,7
4216602,8,Eficiência e Processos,,7
4216602,9,Transparência e Participação,77.78,7
4216602,10,Competências em Governo Digital,,7
4218707,1,Governança do Governo Digital,100.0,7
4218707,2,Qualidade dos Serviços Digitais,68.0,7
4218707,3,Identificação Única,100.0,7
4218707,4,Segurança e LGPD,40.0,7
4218707,5,Dados e Interoperabilidade,100.0,7
4218707,6,Infraestrutura,57.43,7
4218707,7,Inovação e Tecnologias Emergentes,,7
4218707,8,Eficiência e Processos,,7
4218707,9,Transparência e Participação,66.67,7
4218707,10,Competências em Governo Digital,,7
4300604,1,Governança do Governo Digital,100.0,7
4300604,2,Qualidade dos Serviços Digitais,61.33,7
4300604,3,Identificação Única,100.0,7
4300604,4,Segurança e LGPD,0.0,7
4300604,5,Dados e Interoperabilidade,0.0,7
4300604,6,Infraestrutura,66.59,7
4300604,7,Inovação e Tecnologias Emergentes,,7
4300604,8,Eficiência e Processos,,7
4300604,9,Transparência e Participação,44.44,7
4300604,10,Competências em Governo Digital,,7
4301602,1,Governança do Governo Digital,0.0,7
4301602,2,Qualidade dos Serviços Digitais,0.0,7
4301602,3,Identificação Única,0.0,7
4301602,4,Segurança e LGPD,0.0,7
4301602,5,Dados e Interoperabilidade,0.0,7
4301602,6,Infraestrutura,16.96,7
4301602,7,Inovação e Tecnologias Emergentes,,7
4301602,8,Eficiência e Processos,,7
4301602,9,Transparência e Participação,0.0,7
4301602,10,Competências em Governo Digital,,7
4302105,1,Governança do Governo Digital,100.0,7
4302105,2,Qualidade dos Serviços Digitais,72.0,7
4302105,3,Identificação Única,100.0,7
4302105,4,Segurança e LGPD,20.0,7
4302105,5,Dados e Interoperabilidade,100.0,7
4302105,6,Infraestrutura,76.72,7
4302105,7,Inovação e Tecnologias Emergentes,,7
4302105,8,Eficiência e Processos,,7
4302105,9,Transparência e Participação,66.67,7
4302105,10,Competências em Governo Digital,,7
4303103,1,Governança do Governo Digital,100.0,7
4303103,2,Qualidade dos Serviços Digitais,79.33,7
4303103,3,Identificação Única,100.0,7
4303103,4,Segurança e LGPD,0.0,7
4303103,5,Dados e Interoperabilidade,100.0,7
4303103,6,Infraestrutura,76.7,7
4303103,7,Inovação e Tecnologias Emergentes,,7
4303103,8,Eficiência e Processos,,7
4303103,9,Transparência e Participação,55.56,7
4303103,10,Competências em Governo Digital,,7
4304606,1,Governança do Governo Digital,100.0,7
4304606,2,Qualidade dos Serviços Digitais,84.67,7
4304606,3,Identificação Única,100.0,7
4304606,4,Segurança e LGPD,20.0,7
4304606,5,Dados e Interoperabilidade,0.0,7
4304606,6,Infraestrutura,77.27,7
4304606,7,Inovação e Tecnologias Emergentes,,7
4304606,8,Eficiência e Processos,,7
4304606,9,Transparência e Participação,77.78,7
4304606,10,Competências em Governo Digital,,7
4305108,1,Governança do Governo Digital,100.0,7
4305108,2,Qualidade dos Serviços Digitais,73.33,7
4305108,3,Identificação Única,100.0,7
4305108,4,Segurança e LGPD,80.0,7
4305108,5,Dados e Interoperabilidade,0.0,7
4305108,6,Infraestrutura,87.01,7
4305108,7,Inovação e Tecnologias Emergentes,,7
4305108,8,Eficiência e Processos,,7
4305108,9,Transparência e Participação,66.67,7
4305108,10,Competências em Governo Digital,,7
4307005,1,Governança do Governo Digital,100.0,7
4307005,2,Qualidade dos Serviços Digitais,89.33,7
4307005,3,Identificação Única,100.0,7
4307005,4,Segurança e LGPD,100.0,7
4307005,5,Dados e Interoperabilidade,100.0,7
4307005,6,Infraestrutura,77.56,7
4307005,7,Inovação e Tecnologias Emergentes,,7
4307005,8,Eficiência e Processos,,7
4307005,9,Transparência e Participação,66.67,7
4307005,10,Competências em Governo Digital,,7
4309209,1,Governança do Governo Digital,100.0,7
4309209,2,Qualidade dos Serviços Digitais,92.0,7
4309209,3,Identificação Única,100.0,7
4309209,4,Segurança e LGPD,60.0,7
4309209,5,Dados e Interoperabilidade,100.0,7
4309209,6,Infraestrutura,76.4,7
4309209,7,Inovação e Tecnologias Emergentes,,7
4309209,8,Eficiência e Processos,,7
4309209,9,Transparência e Participação,66.67,7
4309209,10,Competências em Governo Digital,,7
4313409,1,Governança do Governo Digital,100.0,7
4313409,2,Qualidade dos Serviços Digitais,73.33,7
4313409,3,Identificação Única,100.0,7
4313409,4,Segurança e LGPD,80.0,7
4313409,5,Dados e Interoperabilidade,0.0,7
4313409,6,Infraestrutura,57.75,7
4313409,7,Inovação e Tecnologias Emergentes,,7
4313409,8,Eficiência e Processos,,7
4313409,9,Transparência e Participação,55.56,7
4313409,10,Competências em Governo Digital,,7
4314100,1,Governança do Governo Digital,100.0,7
4314100,2,Qualidade dos Serviços Digitais,85.33,7
4314100,3,Identificação Única,100.0,7
4314100,4,Segurança e LGPD,60.0,7
4314100,5,Dados e Interoperabilidade,0.0,7
4314100,6,Infraestrutura,67.45,7
4314100,7,Inovação e Tecnologias Emergentes,,7
4314100,8,Eficiência e Processos,,7
4314100,9,Transparência e Participação,66.67,7
4314100,10,Competências em Governo Digital,,7
4314407,1,Governança do Governo Digital,100.0,7
4314407,2,Qualidade dos Serviços Digitais,66.67,7
4314407,3,Identificação Única,100.0,7
4314407,4,Segurança e LGPD,40.0,7
4314407,5,Dados e Interoperabilidade,0.0,7
4314407,6,Infraestrutura,37.15,7
4314407,7,Inovação e Tecnologias Emergentes,,7
4314407,8,Eficiência e Processos,,7
4314407,9,Transparência e Participação,55.56,7
4314407,10,Competências em Governo Digital,,7
4314902,1,Governança do Governo Digital,100.0,7
4314902,2,Qualidade dos Serviços Digitais,92.0,7
4314902,3,Identificação Única,0.0,7
4314902,4,Segurança e LGPD,100.0,7
4314902,5,Dados e Interoperabilidade,100.0,7
4314902,6,Infraestrutura,86.54,7
4314902,7,Inovação e Tecnologias Emergentes,,7
4314902,8,Eficiência e Processos,,7
4314902,9,Transparência e Participação,77.78,7
4314902,10,Competências em Governo Digital,,7
4315602,1,Governança do Governo Digital,100.0,7
4315602,2,Qualidade dos Serviços Digitais,54.67,7
4315602,3,Identificação Única,100.0,7
4315602,4,Segurança e LGPD,60.0,7
4315602,5,Dados e Interoperabilidade,0.0,7
4315602,6,Infraestrutura,56.66,7
4315602,7,Inovação e Tecnologias Emergentes,,7
4315602,8,Eficiência e Processos,,7
4315602,9,Transparência e Participação,66.67,7
4315602,10,Competências em Governo Digital,,7
4316808,1,Governança do Governo Digital,100.0,7
4316808,2,Qualidade dos Serviços Digitais,84.67,7
4316808,3,Identificação Única,100.0,7
4316808,4,Segurança e LGPD,60.0,7
4316808,5,Dados e Interoperabilidade,0.0,7
4316808,6,Infraestrutura,47.28,7
4316808,7,Inovação e Tecnologias Emergentes,,7
4316808,8,Eficiência e Processos,,7
4316808,9,Transparência e Participação,66.67,7
4316808,10,Competências em Governo Digital,,7
4316907,1,Governança do Governo Digital,100.0,7
4316907,2,Qualidade dos Serviços Digitais,81.33,7
4316907,3,Identificação Única,100.0,7
4316907,4,Segurança e LGPD,60.0,7
4316907,5,Dados e Interoperabilidade,0.0,7
4316907,6,Infraestrutura,77.69,7
4316907,7,Inovação e Tecnologias Emergentes,,7
4316907,8,Eficiência e Processos,,7
4316907,9,Transparência e Participação,77.78,7
4316907,10,Competências em Governo Digital,,7
4318705,1,Governança do Governo Digital,100.0,7
4318705,2,Qualidade dos Serviços Digitais,80.67,7
4318705,3,Identificação Única,100.0,7
4318705,4,Segurança e LGPD,20.0,7
4318705,5,Dados e Interoperabilidade,0.0,7
4318705,6,Infraestrutura,56.66,7
4318705,7,Inovação e Tecnologias Emergentes,,7
4318705,8,Eficiência e Processos,,7
4318705,9,Transparência e Participação,66.67,7
4318705,10,Competências em Governo Digital,,7
4320008,1,Governança do Governo Digital,100.0,7
4320008,2,Qualidade dos Serviços Digitais,77.33,7
4320008,3,Identificação Única,100.0,7
4320008,4,Segurança e LGPD,100.0,7
4320008,5,Dados e Interoperabilidade,100.0,7
4320008,6,Infraestrutura,67.49,7
4320008,7,Inovação e Tecnologias Emergentes,,7
4320008,8,Eficiência e Processos,,7
4320008,9,Transparência e Participação,55.56,7
4320008,10,Competências em Governo Digital,,7
4322400,1,Governança do Governo Digital,100.0,7
4322400,2,Qualidade dos Serviços Digitais,65.33,7
4322400,3,Identificação Única,0.0,7
4322400,4,Segurança e LGPD,0.0,7
4322400,5,Dados e Interoperabilidade,100.0,7
4322400,6,Infraestrutura,66.86,7
4322400,7,Inovação e Tecnologias Emergentes,,7
4322400,8,Eficiência e Processos,,7
4322400,9,Transparência e Participação,55.56,7
4322400,10,Competências em Governo Digital,,7
4323002,1,Governança do Governo Digital,100.0,7
4323002,2,Qualidade dos Serviços Digitais,66.67,7
4323002,3,Identificação Única,100.0,7
4323002,4,Segurança e LGPD,20.0,7
4323002,5,Dados e Interoperabilidade,0.0,7
4323002,6,Infraestrutura,86.58,7
4323002,7,Inovação e Tecnologias Emergentes,,7
4323002,8,Eficiência e Processos,,7
4323002,9,Transparência e Participação,44.44,7
4323002,10,Competências em Governo Digital,,7
5002704,1,Governança do Governo Digital,100.0,7
5002704,2,Qualidade dos Serviços Digitais,74.0,7
5002704,3,Identificação Única,100.0,7
5002704,4,Segurança e LGPD,40.0,7
5002704,5,Dados e Interoperabilidade,100.0,7
5002704,6,Infraestrutura,87.03,7
5002704,7,Inovação e Tecnologias Emergentes,,7
5002704,8,Eficiência e Processos,,7
5002704,9,Transparência e Participação,66.67,7
5002704,10,Competências em Governo Digital,,7
5003702,1,Governança do Governo Digital,100.0,7
5003702,2,Qualidade dos Serviços Digitais,62.0,7
5003702,3,Identificação Única,100.0,7
5003702,4,Segurança e LGPD,80.0,7
5003702,5,Dados e Interoperabilidade,100.0,7
5003702,6,Infraestrutura,77.43,7
5003702,7,Inovação e Tecnologias Emergentes,,7
5003702,8,Eficiência e Processos,,7
5003702,9,Transparência e Participação,55.56,7
5003702,10,Competências em Governo Digital,,7
5008305,1,Governança do Governo Digital,100.0,7
5008305,2,Qualidade dos Serviços Digitais,57.33,7
5008305,3,Identificação Única,100.0,7
5008305,4,Segurança e LGPD,80.0,7
5008305,5,Dados e Interoperabilidade,0.0,7
5008305,6,Infraestrutura,67.7,7
5008305,7,Inovação e Tecnologias Emergentes,,7
5008305,8,Eficiência e Processos,,7
5008305,9,Transparência e Participação,77.78,7
5008305,10,Competências em Governo Digital,,7
5103403,1,Governança do Governo Digital,100.0,7
5103403,2,Qualidade dos Serviços Digitais,81.33,7
5103403,3,Identificação Única,100.0,7
5103403,4,Segurança e LGPD,80.0,7
5103403,5,Dados e Interoperabilidade,100.0,7
5103403,6,Infraestrutura,76.57,7
5103403,7,Inovação e Tecnologias Emergentes,,7
5103403,8,Eficiência e Processos,,7
5103403,9,Transparência e Participação,66.67,7
5103403,10,Competências em Governo Digital,,7
5107602,1,Governança do Governo Digital,100.0,7
5107602,2,Qualidade dos Serviços Digitais,59.33,7
5107602,3,Identificação Única,100.0,7
5107602,4,Segurança e LGPD,80.0,7
5107602,5,Dados e Interoperabilidade,0.0,7
5107602,6,Infraestrutura,86.42,7
5107602,7,Inovação e Tecnologias Emergentes,,7
5107602,8,Eficiência e Processos,,7
5107602,9,Transparência e Participação,55.56,7
5107602,10,Competências em Governo Digital,,7
5107909,1,Governança do Governo Digital,100.0,7
5107909,2,Qualidade dos Serviços Digitais,60.67,7
5107909,3,Identificação Única,0.0,7
5107909,4,Segurança e LGPD,60.0,7
5107909,5,Dados e Interoperabilidade,0.0,7
5107909,6,Infraestrutura,67.79,7
5107909,7,Inovação e Tecnologias Emergentes,,7
5107909,8,Eficiência e Processos,,7
5107909,9,Transparência e Participação,66.67,7
5107909,10,Competências em Governo Digital,,7
5107925,1,Governança do Governo Digital,100.0,7
5107925,2,Qualidade dos Serviços Digitais,74.0,7
5107925,3,Identificação Única,100.0,7
5107925,4,Segurança e LGPD,80.0,7
5107925,5,Dados e Interoperabilidade,100.0,7
5107925,6,Infraestrutura,77.33,7
5107925,7,Inovação e Tecnologias Emergentes,,7
5107925,8,Eficiência e Processos,,7
5107925,9,Transparência e Participação,77.78,7
5107925,10,Competências em Governo Digital,,7
5107958,1,Governança do Governo Digital,100.0,7
5107958,2,Qualidade dos Serviços Digitais,76.0,7
5107958,3,Identificação Única,100.0,7
5107958,4,Segurança e LGPD,100.0,7
5107958,5,Dados e Interoperabilidade,0.0,7
5107958,6,Infraestrutura,56.68,7
5107958,7,Inovação e Tecnologias Emergentes,,7
5107958,8,Eficiência e Processos,,7
5107958,9,Transparência e Participação,66.67,7
5107958,10,Competências em Governo Digital,,7
5108402,1,Governança do Governo Digital,0.0,7
5108402,2,Qualidade dos Serviços Digitais,83.33,7
5108402,3,Identificação Única,0.0,7
5108402,4,Segurança e LGPD,100.0,7
5108402,5,Dados e Interoperabilidade,100.0,7
5108402,6,Infraestrutura,57.0,7
5108402,7,Inovação e Tecnologias Emergentes,,7
5108402,8,Eficiência e Processos,,7
5108402,9,Transparência e Participação,55.56,7
5108402,10,Competências em Governo Digital,,7
5200258,1,Governança do Governo Digital,100.0,7
5200258,2,Qualidade dos Serviços Digitais,78.0,7
5200258,3,Identificação Única,100.0,7
5200258,4,Segurança e LGPD,80.0,7
5200258,5,Dados e Interoperabilidade,0.0,7
5200258,6,Infraestrutura,47.39,7
5200258,7,Inovação e Tecnologias Emergentes,,7
5200258,8,Eficiência e Processos,,7
5200258,9,Transparência e Participação,44.44,7
5200258,10,Competências em Governo Digital,,7
5201108,1,Governança do Governo Digital,100.0,7
5201108,2,Qualidade dos Serviços Digitais,90.0,7
5201108,3,Identificação Única,100.0,7
5201108,4,Segurança e LGPD,60.0,7
5201108,5,Dados e Interoperabilidade,0.0,7
5201108,6,Infraestrutura,76.73,7
5201108,7,Inovação e Tecnologias Emergentes,,7
5201108,8,Eficiência e Processos,,7
5201108,9,Transparência e Participação,55.56,7
5201108,10,Competências em Governo Digital,,7
5201405,1,Governança do Governo Digital,100.0,7
5201405,2,Qualidade dos Serviços Digitais,64.0,7
5201405,3,Identificação Única,100.0,7
5201405,4,Segurança e LGPD,40.0,7
5201405,5,Dados e Interoperabilidade,0.0,7
5201405,6,Infraestrutura,67.13,7
5201405,7,Inovação e Tecnologias Emergentes,,7
5201405,8,Eficiência e Processos,,7
5201405,9,Transparência e Participação,66.67,7
5201405,10,Competências em Governo Digital,,7
5205109,1,Governança do Governo Digital,100.0,7
5205109,2,Qualidade dos Serviços Digitais,73.33,7
5205109,3,Identificação Única,100.0,7
5205109,4,Segurança e LGPD,0.0,7
5205109,5,Dados e Interoperabilidade,0.0,7
5205109,6,Infraestrutura,76.32,7
5205109,7,Inovação e Tecnologias Emergentes,,7
5205109,8,Eficiência e Processos,,7
5205109,9,Transparência e Participação,66.67,7
5205109,10,Competências em Governo Digital,,7
5208004,1,Governança do Governo Digital,100.0,7
5208004,2,Qualidade dos Serviços Digitais,67.33,7
5208004,3,Identificação Única,100.0,7
5208004,4,Segurança e LGPD,60.0,7
5208004,5,Dados e Interoperabilidade,100.0,7
5208004,6,Infraestrutura,56.18,7
5208004,7,Inovação e Tecnologias Emergentes,,7
5208004,8,Eficiência e Processos,,7
5208004,9,Transparência e Participação,55.56,7
5208004,10,Competências em Governo Digital,,7
5208707,1,Governança do Governo Digital,100.0,7
5208707,2,Qualidade dos Serviços Digitais,63.33,7
5208707,3,Identificação Única,100.0,7
5208707,4,Segurança e LGPD,20.0,7
5208707,5,Dados e Interoperabilidade,100.0,7
5208707,6,Infraestrutura,77.2,7
5208707,7,Inovação e Tecnologias Emergentes,,7
5208707,8,Eficiência e Processos,,7
5208707,9,Transparência e Participação,88.89,7
5208707,10,Competências em Governo Digital,,7
5211503,1,Governança do Governo Digital,100.0,7
5211503,2,Qualidade dos Serviços Digitais,70.67,7
5211503,3,Identificação Única,100.0,7
5211503,4,Segurança e LGPD,20.0,7
5211503,5,Dados e Interoperabilidade,0.0,7
5211503,6,Infraestrutura,67.75,7
5211503,7,Inovação e Tecnologias Emergentes,,7
5211503,8,Eficiência e Processos,,7
5211503,9,Transparência e Participação,55.56,7
5211503,10,Competências em Governo Digital,,7
5211909,1,Governança do Governo Digital,100.0,7
5211909,2,Qualidade dos Serviços Digitais,62.0,7
5211909,3,Identificação Única,100.0,7
5211909,4,Segurança e LGPD,0.0,7
5211909,5,Dados e Interoperabilidade,0.0,7
5211909,6,Infraestrutura,67.34,7
5211909,7,Inovação e Tecnologias Emergentes,,7
5211909,8,Eficiência e Processos,,7
5211909,9,Transparência e Participação,44.44,7
5211909,10,Competências em Governo Digital,,7
5212501,1,Governança do Governo Digital,100.0,7
5212501,2,Qualidade dos Serviços Digitais,64.0,7
5212501,3,Identificação Única,0.0,7
5212501,4,Segurança e LGPD,20.0,7
5212501,5,Dados e Interoperabilidade,0.0,7
5212501,6,Infraestrutura,56.46,7
5212501,7,Inovação e Tecnologias Emergentes,,7
5212501,8,Eficiência e Processos,,7
5212501,9,Transparência e Participação,33.33,7
5212501,10,Competências em Governo Digital,,7
5215231,1,Governança do Governo Digital,100.0,7
5215231,2,Qualidade dos Serviços Digitais,51.33,7
